Id Lat Lng Alt q0 q1 q2 q3
3458 40.4398877 -80.0009852 187.0515412 0.222843 -0.009592 -0.013858 0.974709
3459 40.4398809 -80.0009896 187.0346904 0.223066 -0.010150 -0.014041 0.974649
3460 40.4398742 -80.0009940 187.0161513 0.223041 -0.009988 -0.013675 0.974662
3461 40.4398657 -80.0009995 186.9918947 0.222720 -0.010735 -0.013211 0.974734
3462 40.4398589 -80.0010040 186.9765931 0.222973 -0.011585 -0.013254 0.974666
3463 40.4398521 -80.0010084 186.9602868 0.223092 -0.011048 -0.013630 0.974639
3464 40.4398441 -80.0010135 186.9385418 0.223141 -0.009411 -0.014049 0.974639
3465 40.4398368 -80.0010183 186.9196329 0.223563 -0.009175 -0.014480 0.974539
3466 40.4398300 -80.0010227 186.9022072 0.223841 -0.008892 -0.014925 0.974471
3467 40.4398231 -80.0010272 186.8828774 0.223984 -0.008143 -0.015358 0.974438
3468 40.4398171 -80.0010311 186.8646721 0.223949 -0.007624 -0.015134 0.974454
3469 40.4398102 -80.0010356 186.8428864 0.224037 -0.007633 -0.014794 0.974438
3470 40.4398032 -80.0010402 186.8224987 0.224318 -0.007877 -0.014574 0.974375
3471 40.4397964 -80.0010446 186.8058787 0.224586 -0.008368 -0.014424 0.974312
3472 40.4397905 -80.0010485 186.7906979 0.224701 -0.008916 -0.014033 0.974286
3473 40.4397835 -80.0010531 186.7721340 0.224828 -0.009503 -0.013514 0.974258
3474 40.4397767 -80.0010576 186.7529418 0.224806 -0.009587 -0.012964 0.974270
3475 40.4397697 -80.0010622 186.7356353 0.224733 -0.009475 -0.012929 0.974288
3476 40.4397629 -80.0010666 186.7194848 0.224889 -0.009824 -0.013003 0.974248
3477 40.4397542 -80.0010723 186.6987614 0.225203 -0.009200 -0.013566 0.974174
3478 40.4397472 -80.0010770 186.6801757 0.225319 -0.009235 -0.013593 0.974146
3479 40.4397404 -80.0010815 186.6615312 0.225228 -0.009595 -0.013451 0.974166
3480 40.4397335 -80.0010860 186.6424290 0.225223 -0.009434 -0.013391 0.974169
3481 40.4397252 -80.0010915 186.6216318 0.225307 -0.009544 -0.013590 0.974146
3482 40.4397181 -80.0010962 186.6045076 0.225294 -0.009339 -0.014275 0.974142
3483 40.4397092 -80.0011020 186.5819038 0.225547 -0.009201 -0.014601 0.974079
3484 40.4397023 -80.0011065 186.5606874 0.225485 -0.009136 -0.014554 0.974095
3485 40.4396955 -80.0011110 186.5400015 0.225681 -0.009517 -0.014579 0.974046
3486 40.4396894 -80.0011151 186.5205180 0.225876 -0.009652 -0.014454 0.974001
3487 40.4396825 -80.0011196 186.4994312 0.225942 -0.009408 -0.014738 0.973984
3488 40.4396754 -80.0011243 186.4772387 0.225930 -0.009870 -0.014763 0.973982
3489 40.4396685 -80.0011288 186.4562057 0.225849 -0.009534 -0.014884 0.974002
3490 40.4396615 -80.0011335 186.4363263 0.225680 -0.009051 -0.014940 0.974045
3491 40.4396556 -80.0011374 186.4178720 0.225818 -0.009006 -0.015173 0.974010
3492 40.4396486 -80.0011420 186.3954237 0.225986 -0.008009 -0.015216 0.973979
3493 40.4396416 -80.0011467 186.3746737 0.225969 -0.007302 -0.014899 0.973993
3494 40.4396346 -80.0011513 186.3547660 0.225950 -0.007169 -0.014499 0.974005
3495 40.4396276 -80.0011559 186.3374985 0.226177 -0.007434 -0.015071 0.973941
3496 40.4396215 -80.0011600 186.3238274 0.226476 -0.008357 -0.015734 0.973854
3497 40.4396146 -80.0011645 186.3049078 0.226374 -0.008070 -0.015461 0.973884
3498 40.4396078 -80.0011691 186.2830123 0.226510 -0.007495 -0.014885 0.973866
3499 40.4396007 -80.0011737 186.2611950 0.226535 -0.007690 -0.014493 0.973865
3500 40.4395921 -80.0011794 186.2419279 0.226633 -0.007731 -0.015553 0.973825
3501 40.4395851 -80.0011841 186.2222435 0.226898 -0.007691 -0.015916 0.973758
3502 40.4395770 -80.0011895 186.1960841 0.227016 -0.007746 -0.015510 0.973737
3503 40.4395695 -80.0011945 186.1725362 0.227105 -0.008070 -0.015000 0.973721
3504 40.4395624 -80.0011992 186.1525034 0.227148 -0.008481 -0.014750 0.973712
3505 40.4395554 -80.0012039 186.1317200 0.227360 -0.008836 -0.014381 0.973664
3506 40.4395494 -80.0012079 186.1144921 0.227552 -0.009119 -0.014764 0.973611
3507 40.4395424 -80.0012125 186.0958718 0.227876 -0.009420 -0.014894 0.973531
3508 40.4395355 -80.0012171 186.0754383 0.227917 -0.009277 -0.014648 0.973526
3509 40.4395285 -80.0012218 186.0527116 0.228106 -0.009729 -0.014523 0.973479
3510 40.4395197 -80.0012276 186.0245762 0.228231 -0.009699 -0.014320 0.973453
3511 40.4395128 -80.0012322 186.0009653 0.228562 -0.008829 -0.014527 0.973381
3512 40.4395058 -80.0012369 185.9736010 0.228707 -0.008189 -0.014674 0.973350
3513 40.4394987 -80.0012417 185.9519416 0.228818 -0.008222 -0.014902 0.973320
3514 40.4394927 -80.0012457 185.9333301 0.228779 -0.008120 -0.015619 0.973319
3515 40.4394856 -80.0012504 185.9083815 0.229091 -0.008313 -0.015638 0.973244
3516 40.4394787 -80.0012551 185.8793000 0.229295 -0.006037 -0.014321 0.973233
3517 40.4394719 -80.0012596 185.8518608 0.229298 -0.003409 -0.013432 0.973258
3518 40.4394657 -80.0012638 185.8306036 0.229003 -0.002381 -0.013772 0.973325
3519 40.4394561 -80.0012702 185.8108965 0.229083 0.001263 -0.017827 0.973243
3520 40.4394490 -80.0012749 185.7908672 0.229037 0.001815 -0.019179 0.973227
3521 40.4394429 -80.0012790 185.7661948 0.228830 0.002252 -0.018151 0.973295
3522 40.4394359 -80.0012837 185.7331445 0.228650 0.002873 -0.015922 0.973374
3523 40.4394288 -80.0012885 185.7079067 0.228355 0.002968 -0.014679 0.973463
3524 40.4394219 -80.0012931 185.6947576 0.227678 0.003687 -0.016359 0.973592
3525 40.4394149 -80.0012977 185.6804348 0.227202 0.002058 -0.016863 0.973699
3526 40.4394079 -80.0013024 185.6576788 0.226742 0.000945 -0.015849 0.973825
3527 40.4394017 -80.0013065 185.6349016 0.226763 0.000715 -0.014973 0.973834
3528 40.4393948 -80.0013111 185.6167608 0.226403 0.000744 -0.015513 0.973910
3529 40.4393859 -80.0013170 185.5933890 0.225841 -0.000626 -0.016196 0.974029
3530 40.4393788 -80.0013217 185.5687365 0.225591 -0.002519 -0.013650 0.974123
3531 40.4393718 -80.0013263 185.5411723 0.225365 -0.004337 -0.010756 0.974205
3532 40.4393648 -80.0013309 185.5253153 0.225311 -0.005028 -0.012105 0.974199
3533 40.4393580 -80.0013354 185.5203323 0.224919 -0.006143 -0.017090 0.974208
3534 40.4393516 -80.0013396 185.5081523 0.224549 -0.008053 -0.019740 0.974229
3535 40.4393447 -80.0013442 185.4717557 0.224011 -0.009464 -0.017750 0.974379
3536 40.4393375 -80.0013488 185.4245852 0.223821 -0.008935 -0.012747 0.974506
3537 40.4393304 -80.0013535 185.3944656 0.223577 -0.007034 -0.010483 0.974605
3538 40.4393235 -80.0013580 185.3846719 0.223147 -0.006340 -0.011133 0.974701
3539 40.4393166 -80.0013624 185.3759644 0.222714 -0.005639 -0.010987 0.974806
3540 40.4393101 -80.0013666 185.3580783 0.222443 -0.002587 -0.010127 0.974890
3541 40.4393031 -80.0013712 185.3388443 0.222178 -0.000979 -0.009032 0.974964
3542 40.4392961 -80.0013757 185.3371224 0.221896 0.000801 -0.011744 0.974999
3543 40.4392900 -80.0013796 185.3336766 0.222019 0.001827 -0.015022 0.974925
3544 40.4392829 -80.0013842 185.3262516 0.221795 0.002172 -0.017822 0.974928
3545 40.4392758 -80.0013888 185.3082459 0.221737 0.002133 -0.018817 0.974923
3546 40.4392688 -80.0013933 185.2821395 0.221507 0.002764 -0.017982 0.974989
3547 40.4392623 -80.0013976 185.2602286 0.221044 0.003137 -0.017508 0.975102
3548 40.4392557 -80.0014018 185.2428742 0.220846 0.003408 -0.017949 0.975138
3549 40.4392487 -80.0014063 185.2264042 0.220579 0.003351 -0.019026 0.975178
3550 40.4392414 -80.0014109 185.2051310 0.220628 0.003694 -0.019214 0.975162
3551 40.4392343 -80.0014155 185.1815732 0.220798 0.004326 -0.018672 0.975131
3552 40.4392273 -80.0014200 185.1570980 0.220834 0.004612 -0.018238 0.975130
3553 40.4392211 -80.0014240 185.1377370 0.220908 0.004597 -0.018120 0.975115
3554 40.4392142 -80.0014284 185.1187762 0.221027 0.004222 -0.018889 0.975076
3555 40.4392070 -80.0014331 185.0988492 0.221073 0.003000 -0.019358 0.975061
3556 40.4391982 -80.0014388 185.0719622 0.221293 0.001992 -0.020363 0.974993
3557 40.4391910 -80.0014434 185.0477634 0.221515 0.001611 -0.020945 0.974931
3558 40.4391838 -80.0014480 185.0212196 0.221374 0.002118 -0.021272 0.974955
3559 40.4391767 -80.0014527 184.9939212 0.221250 0.002538 -0.021395 0.974979
3560 40.4391679 -80.0014583 184.9624470 0.221350 0.001532 -0.021070 0.974966
3561 40.4391606 -80.0014630 184.9371421 0.221580 0.000814 -0.021108 0.974913
3562 40.4391536 -80.0014676 184.9112950 0.222055 0.001567 -0.021465 0.974797
3563 40.4391464 -80.0014722 184.8863516 0.222101 0.001571 -0.021518 0.974785
3564 40.4391401 -80.0014763 184.8641792 0.222059 0.001151 -0.021625 0.974793
3565 40.4391330 -80.0014809 184.8371153 0.222404 0.001307 -0.021673 0.974713
3566 40.4391235 -80.0014871 184.8024496 0.222931 0.001180 -0.021670 0.974593
3567 40.4391169 -80.0014914 184.7767564 0.223319 0.001328 -0.021251 0.974513
3568 40.4391096 -80.0014961 184.7491659 0.224059 0.001523 -0.020546 0.974358
3569 40.4391024 -80.0015009 184.7194533 0.224387 0.002159 -0.019509 0.974302
3570 40.4390953 -80.0015055 184.6926919 0.224686 0.002492 -0.019013 0.974243
3571 40.4390890 -80.0015097 184.6720897 0.224843 0.003072 -0.019189 0.974201
3572 40.4390819 -80.0015143 184.6524411 0.225217 0.003411 -0.020070 0.974096
3573 40.4390746 -80.0015191 184.6295286 0.225657 0.004185 -0.020301 0.973986
3574 40.4390674 -80.0015239 184.6046404 0.226188 0.004484 -0.019998 0.973868
3575 40.4390601 -80.0015287 184.5797448 0.226436 0.004709 -0.019796 0.973813
3576 40.4390538 -80.0015329 184.5604207 0.226358 0.005762 -0.020757 0.973806
3577 40.4390466 -80.0015376 184.5404733 0.226651 0.006518 -0.022268 0.973700
3578 40.4390395 -80.0015423 184.5180093 0.226853 0.006787 -0.023061 0.973632
3579 40.4390306 -80.0015483 184.4811630 0.227630 0.008338 -0.022146 0.973460
3580 40.4390235 -80.0015530 184.4542029 0.228261 0.008469 -0.021376 0.973328
3581 40.4390165 -80.0015577 184.4314846 0.229167 0.008032 -0.021112 0.973125
3582 40.4390096 -80.0015624 184.4115226 0.230434 0.007399 -0.021111 0.972831
3583 40.4390025 -80.0015672 184.3887317 0.231574 0.007023 -0.020690 0.972572
3584 40.4389965 -80.0015713 184.3683707 0.232674 0.007454 -0.020363 0.972313
3585 40.4389896 -80.0015760 184.3462147 0.234263 0.007178 -0.019770 0.971946
3586 40.4389800 -80.0015826 184.3179742 0.236173 0.006664 -0.019593 0.971491
3587 40.4389741 -80.0015867 184.3009625 0.237868 0.006598 -0.019490 0.971080
3588 40.4389650 -80.0015931 184.2749370 0.240377 0.007490 -0.019479 0.970455
3589 40.4389585 -80.0015977 184.2533033 0.242107 0.008545 -0.018837 0.970029
3590 40.4389504 -80.0016036 184.2309565 0.244246 0.008279 -0.017805 0.969514
3591 40.4389425 -80.0016093 184.2071487 0.246343 0.008835 -0.015488 0.969019
3592 40.4389339 -80.0016155 184.1871740 0.248262 0.010317 -0.015177 0.968519
3593 40.4389257 -80.0016216 184.1809525 0.249784 0.011472 -0.018795 0.968051
3594 40.4389182 -80.0016272 184.1754051 0.251030 0.009737 -0.021967 0.967681
3595 40.4389109 -80.0016326 184.1531973 0.251578 0.009352 -0.022263 0.967536
3596 40.4389035 -80.0016381 184.1215994 0.252103 0.009555 -0.020064 0.967445
3597 40.4388957 -80.0016440 184.0986225 0.252240 0.008580 -0.019129 0.967438
3598 40.4388887 -80.0016493 184.0865452 0.252433 0.006513 -0.020041 0.967385
3599 40.4388822 -80.0016542 184.0730719 0.252443 0.005062 -0.021271 0.967365
3600 40.4388750 -80.0016596 184.0535067 0.252252 0.002104 -0.021832 0.967413
3601 40.4388681 -80.0016649 184.0339773 0.252112 -0.002505 -0.020172 0.967484
3602 40.4388609 -80.0016703 184.0086333 0.252214 -0.005521 -0.017682 0.967494
3603 40.4388546 -80.0016750 183.9865738 0.252112 -0.006231 -0.016882 0.967531
3604 40.4388483 -80.0016797 183.9693296 0.251970 -0.007917 -0.016461 0.967563
3605 40.4388417 -80.0016847 183.9514680 0.251934 -0.009466 -0.015827 0.967569
3606 40.4388341 -80.0016904 183.9282293 0.251820 -0.011254 -0.015257 0.967588
3607 40.4388267 -80.0016960 183.9079978 0.251798 -0.012429 -0.015277 0.967579
3608 40.4388185 -80.0017021 183.8864029 0.252351 -0.013675 -0.015415 0.967416
3609 40.4388059 -80.0017116 183.8472958 0.253112 -0.014030 -0.015332 0.967214
3610 40.4387987 -80.0017170 183.8289780 0.253158 -0.014695 -0.015083 0.967196
3611 40.4387904 -80.0017233 183.8044482 0.253221 -0.014599 -0.014575 0.967188
3612 40.4387834 -80.0017285 183.7851411 0.253179 -0.012870 -0.014123 0.967231
3613 40.4387768 -80.0017335 183.7716167 0.253253 -0.013258 -0.013431 0.967216
3614 40.4387689 -80.0017395 183.7501169 0.253393 -0.012826 -0.012171 0.967202
3615 40.4387609 -80.0017455 183.7359735 0.252991 -0.013786 -0.012276 0.967293
3616 40.4387532 -80.0017513 183.7299538 0.251951 -0.014122 -0.014315 0.967531
3617 40.4387458 -80.0017569 183.7203680 0.250564 -0.016815 -0.014852 0.967840
3618 40.4387377 -80.0017628 183.7067671 0.249484 -0.016083 -0.015339 0.968124
3619 40.4387312 -80.0017677 183.6888349 0.248097 -0.016168 -0.014225 0.968496
3620 40.4387241 -80.0017729 183.6803761 0.246280 -0.016681 -0.014620 0.968945
3621 40.4387168 -80.0017782 183.6712021 0.243774 -0.016907 -0.014952 0.969569
3622 40.4387094 -80.0017835 183.6627636 0.240662 -0.016657 -0.014204 0.970362
3623 40.4387007 -80.0017897 183.6568565 0.237457 -0.016183 -0.014086 0.971161
3624 40.4386929 -80.0017952 183.6557547 0.234515 -0.016858 -0.013088 0.971878
3625 40.4386862 -80.0017998 183.6590534 0.232095 -0.016242 -0.013220 0.972468
3626 40.4386768 -80.0018062 183.6759505 0.228525 -0.015760 -0.012054 0.973336
3627 40.4386659 -80.0018137 184.0545328 0.226657 -0.016612 -0.009974 0.973782
3628 40.4386596 -80.0018185 185.1690893 0.225449 -0.015966 -0.008416 0.974088
3629 40.4386526 -80.0018231 185.1819788 0.224332 -0.015819 -0.008420 0.974348
3630 40.4386455 -80.0018278 185.1893978 0.223247 -0.015681 -0.008359 0.974600
3631 40.4386387 -80.0018322 185.1901020 0.222442 -0.014884 -0.007776 0.974801
3632 40.4386317 -80.0018367 185.1913966 0.221055 -0.012130 -0.008373 0.975150
3633 40.4386230 -80.0018424 185.1892725 0.219375 -0.013810 -0.009050 0.975501
3634 40.4386164 -80.0018466 185.1904786 0.218495 -0.013469 -0.010786 0.975686
3635 40.4386086 -80.0018515 185.1904925 0.217212 -0.012246 -0.015112 0.975931
3636 40.4386019 -80.0018558 185.1754021 0.215846 -0.011097 -0.016539 0.976224
3637 40.4385946 -80.0018604 185.1589354 0.214492 -0.009430 -0.015217 0.976562
3638 40.4385858 -80.0018660 185.1258288 0.212866 -0.009461 -0.009906 0.976985
3639 40.4385779 -80.0018708 185.1018509 0.212068 -0.006662 -0.009235 0.977189
3640 40.4385701 -80.0018756 185.1047191 0.210871 -0.004412 -0.012312 0.977426
3641 40.4385629 -80.0018800 185.1029625 0.209187 -0.006455 -0.013782 0.977757
3642 40.4385543 -80.0018852 185.0859803 0.208224 -0.006762 -0.012660 0.977976
3643 40.4385470 -80.0018896 185.0655938 0.207123 -0.003044 -0.010234 0.978257
3644 40.4385387 -80.0018945 185.0454595 0.205639 0.001192 -0.007266 0.978600
3645 40.4385318 -80.0018986 185.0418083 0.204204 0.002130 -0.005897 0.978908
3646 40.4385252 -80.0019025 185.0441000 0.203287 0.003391 -0.006452 0.979092
3647 40.4385188 -80.0019063 185.0447522 0.202509 0.005991 -0.007801 0.979231
3648 40.4385116 -80.0019104 185.0467000 0.201407 0.007496 -0.010874 0.979419
3649 40.4385051 -80.0019142 185.0491238 0.200665 0.007429 -0.013757 0.979535
3650 40.4384978 -80.0019184 185.0428918 0.199837 0.007127 -0.017109 0.979654
3651 40.4384910 -80.0019223 185.0269047 0.199249 0.007882 -0.018249 0.979747
3652 40.4384842 -80.0019262 185.0069520 0.198448 0.007677 -0.017287 0.979929
3653 40.4384771 -80.0019303 184.9803954 0.197623 0.007840 -0.015932 0.980117
3654 40.4384698 -80.0019344 184.9589854 0.197733 0.008006 -0.017198 0.980072
3655 40.4384620 -80.0019389 184.9512974 0.198740 0.006697 -0.023387 0.979750
3656 40.4384549 -80.0019429 184.9360195 0.200234 0.005824 -0.027177 0.979354
3657 40.4384477 -80.0019471 184.8943766 0.201139 0.004326 -0.026320 0.979199
3658 40.4384394 -80.0019519 184.8306287 0.202104 0.004610 -0.020043 0.979148
3659 40.4384321 -80.0019561 184.7918049 0.203090 0.007247 -0.016415 0.978996
3660 40.4384240 -80.0019609 184.7651330 0.204046 0.006051 -0.015505 0.978820
3661 40.4384155 -80.0019659 184.7559973 0.205518 0.001928 -0.019424 0.978459
3662 40.4384076 -80.0019707 184.7363011 0.206551 -0.000016 -0.020544 0.978220
3663 40.4383988 -80.0019759 184.6844526 0.207734 0.002234 -0.014893 0.978069
3664 40.4383908 -80.0019807 184.6484534 0.208936 0.003063 -0.010244 0.977871
3665 40.4383818 -80.0019861 184.6525846 0.210569 0.002419 -0.013064 0.977489
3666 40.4383735 -80.0019912 184.6502246 0.211893 0.000885 -0.015991 0.977162
3667 40.4383654 -80.0019962 184.6326415 0.213271 -0.000508 -0.016992 0.976845
3668 40.4383586 -80.0020004 184.6133356 0.214332 -0.002766 -0.017190 0.976606
3669 40.4383520 -80.0020045 184.5929867 0.215450 -0.003297 -0.018119 0.976341
3670 40.4383453 -80.0020087 184.5730954 0.216653 -0.005023 -0.018640 0.976058
3671 40.4383391 -80.0020127 184.5502730 0.217728 -0.006294 -0.018336 0.975817
3672 40.4383321 -80.0020170 184.5182403 0.219165 -0.004063 -0.016111 0.975546
3673 40.4383251 -80.0020215 184.4869259 0.220349 -0.002385 -0.013615 0.975323
3674 40.4383181 -80.0020260 184.4664273 0.221294 -0.001660 -0.013047 0.975118
3675 40.4383110 -80.0020306 184.4593943 0.223149 -0.000719 -0.015709 0.974658
3676 40.4383050 -80.0020344 184.4507812 0.224065 -0.000205 -0.017639 0.974414
3677 40.4382976 -80.0020393 184.4304193 0.225152 0.000069 -0.018820 0.974142
3678 40.4382904 -80.0020440 184.4045700 0.226209 -0.000115 -0.018242 0.973908
3679 40.4382830 -80.0020489 184.3784643 0.227168 -0.000633 -0.017886 0.973691
3680 40.4382766 -80.0020532 184.3593674 0.227938 -0.001021 -0.018434 0.973501
3681 40.4382694 -80.0020580 184.3400930 0.228617 -0.002028 -0.019689 0.973315
3682 40.4382620 -80.0020629 184.3173013 0.229150 -0.002850 -0.020486 0.973171
3683 40.4382544 -80.0020680 184.2886751 0.229678 -0.003393 -0.020372 0.973048
3684 40.4382468 -80.0020731 184.2579176 0.230123 -0.004040 -0.019579 0.972956
3685 40.4382374 -80.0020795 184.2204879 0.230381 -0.004822 -0.018526 0.972912
3686 40.4382297 -80.0020847 184.1932563 0.231024 -0.004935 -0.018310 0.972763
3687 40.4382220 -80.0020899 184.1657451 0.231294 -0.005086 -0.018070 0.972703
3688 40.4382153 -80.0020945 184.1421783 0.231522 -0.005037 -0.017824 0.972653
3689 40.4382076 -80.0020997 184.1152526 0.231631 -0.004585 -0.017660 0.972633
3690 40.4382000 -80.0021048 184.0902806 0.232015 -0.004357 -0.017648 0.972542
3691 40.4381923 -80.0021101 184.0662612 0.232103 -0.004694 -0.018064 0.972512
3692 40.4381845 -80.0021154 184.0411027 0.232567 -0.004498 -0.018047 0.972403
3693 40.4381778 -80.0021200 184.0177644 0.232936 -0.004691 -0.017722 0.972319
3694 40.4381699 -80.0021254 183.9906355 0.233292 -0.004813 -0.017866 0.972231
3695 40.4381591 -80.0021328 183.9560859 0.233845 -0.004409 -0.019180 0.972075
3696 40.4381523 -80.0021374 183.9338623 0.234297 -0.004750 -0.019586 0.971956
3697 40.4381451 -80.0021424 183.9064898 0.234566 -0.005221 -0.019792 0.971885
3698 40.4381318 -80.0021517 183.8521028 0.235338 -0.006475 -0.018719 0.971712
3699 40.4381239 -80.0021572 183.8223905 0.235769 -0.006625 -0.018566 0.971609
3700 40.4381073 -80.0021687 183.7656277 0.236776 -0.009097 -0.018697 0.971342
3701 40.4380984 -80.0021749 183.7305530 0.237203 -0.010826 -0.017749 0.971238
3702 40.4380906 -80.0021804 183.6989588 0.237882 -0.012253 -0.016807 0.971071
3703 40.4380836 -80.0021854 183.6735977 0.238426 -0.013543 -0.016811 0.970921
3704 40.4380758 -80.0021909 183.6450768 0.238780 -0.014342 -0.017766 0.970805
3705 40.4380649 -80.0021986 183.6014290 0.239366 -0.013194 -0.020213 0.970629
3706 40.4380569 -80.0022042 183.5635917 0.239875 -0.012094 -0.021227 0.970496
3707 40.4380502 -80.0022089 183.5281869 0.240222 -0.012109 -0.020286 0.970430
3708 40.4380420 -80.0022147 183.4824678 0.240986 -0.010882 -0.018571 0.970290
3709 40.4380339 -80.0022205 183.4470953 0.241549 -0.009690 -0.018780 0.970158
3710 40.4380262 -80.0022260 183.4199310 0.241873 -0.009703 -0.020228 0.970049
3711 40.4380192 -80.0022310 183.3918728 0.242268 -0.009550 -0.020836 0.969938
3712 40.4380113 -80.0022366 183.3560258 0.243111 -0.009198 -0.019939 0.969750
3713 40.4380032 -80.0022424 183.3189950 0.243306 -0.009826 -0.019019 0.969713
3714 40.4379954 -80.0022481 183.2860125 0.243566 -0.009503 -0.018049 0.969670
3715 40.4379872 -80.0022539 183.2549473 0.243795 -0.010909 -0.017003 0.969616
3716 40.4379772 -80.0022612 183.2157125 0.244005 -0.010009 -0.015336 0.969601
3717 40.4379692 -80.0022669 183.1845680 0.243968 -0.008643 -0.015296 0.969624
3718 40.4379595 -80.0022739 183.1564064 0.243827 -0.006754 -0.016936 0.969647
3719 40.4379484 -80.0022819 183.1176106 0.243409 -0.003585 -0.018612 0.969738
3720 40.4379414 -80.0022869 183.0887126 0.243673 -0.002320 -0.017995 0.969688
3721 40.4379333 -80.0022927 183.0576578 0.243029 -0.002133 -0.016604 0.969875
3722 40.4379255 -80.0022983 183.0341782 0.242859 -0.004624 -0.013527 0.969956
3723 40.4379175 -80.0023041 183.0240432 0.242079 -0.010995 -0.013490 0.970100
3724 40.4379106 -80.0023091 183.0163837 0.241797 -0.010147 -0.015613 0.970148
3725 40.4379027 -80.0023148 182.9910829 0.241432 -0.011926 -0.013837 0.970246
3726 40.4378950 -80.0023203 182.9630980 0.241057 -0.014156 -0.009581 0.970361
3727 40.4378868 -80.0023262 182.9507743 0.241850 -0.015911 -0.008431 0.970147
3728 40.4378790 -80.0023318 182.9444133 0.241496 -0.017045 -0.008482 0.970215
3729 40.4378711 -80.0023375 182.9311790 0.241108 -0.018502 -0.007130 0.970296
3730 40.4378644 -80.0023423 182.9176756 0.240949 -0.018486 -0.005165 0.970348
3731 40.4378565 -80.0023479 182.9050956 0.241109 -0.017428 -0.003211 0.970336
3732 40.4378460 -80.0023554 182.8972389 0.241365 -0.015707 -0.001449 0.970306
3733 40.4378392 -80.0023602 182.8995106 0.241495 -0.014750 -0.001904 0.970288
3734 40.4378315 -80.0023657 182.9053464 0.241312 -0.015105 -0.003109 0.970325
3735 40.4378240 -80.0023711 182.9057893 0.240834 -0.014733 -0.003556 0.970448
3736 40.4378163 -80.0023766 182.9003655 0.240727 -0.014768 -0.001939 0.970478
3737 40.4378099 -80.0023811 182.8977570 0.240610 -0.015360 -0.000574 0.970500
3738 40.4378015 -80.0023871 182.8993137 0.240658 -0.014767 -0.000439 0.970497
3739 40.4377943 -80.0023922 182.9048878 0.240873 -0.013547 -0.001213 0.970461
3740 40.4377878 -80.0023969 182.9089714 0.240443 -0.012761 -0.001044 0.970579
3741 40.4377805 -80.0024021 182.9106830 0.240193 -0.010752 -0.000931 0.970665
3742 40.4377742 -80.0024065 182.9141884 0.240240 -0.009417 -0.001363 0.970667
3743 40.4377670 -80.0024116 182.9220279 0.239965 -0.008350 -0.001776 0.970744
3744 40.4377600 -80.0024166 182.9286952 0.239763 -0.008101 -0.001741 0.970796
3745 40.4377532 -80.0024214 182.9325331 0.239616 -0.007785 -0.001569 0.970835
3746 40.4377463 -80.0024263 182.9398329 0.239451 -0.007696 -0.001546 0.970877
3747 40.4377405 -80.0024304 182.9487758 0.239203 -0.008195 -0.001671 0.970934
3748 40.4377336 -80.0024352 182.9537192 0.239014 -0.008751 -0.001058 0.970976
3749 40.4377270 -80.0024399 182.9597916 0.238943 -0.008949 -0.000277 0.970992
3750 40.4377189 -80.0024456 182.9693237 0.238335 -0.009709 -0.000167 0.971134
3751 40.4377102 -80.0024517 182.9825250 0.237765 -0.010789 -0.000948 0.971262
3752 40.4377026 -80.0024571 182.9943131 0.237404 -0.013011 -0.001166 0.971323
3753 40.4376952 -80.0024622 183.0020990 0.236932 -0.014582 -0.001380 0.971416
3754 40.4376873 -80.0024678 183.0065389 0.236220 -0.016094 -0.000827 0.971566
3755 40.4376803 -80.0024726 183.0100336 0.235534 -0.016684 -0.000388 0.971723
3756 40.4376732 -80.0024775 183.0138956 0.235166 -0.018444 0.000803 0.971780
3757 40.4376664 -80.0024822 183.0198370 0.235059 -0.018578 0.000931 0.971803
3758 40.4376584 -80.0024878 183.0290496 0.234557 -0.018462 -0.000032 0.971927
3759 40.4376506 -80.0024932 183.0417366 0.233553 -0.020874 -0.000628 0.972120
3760 40.4376434 -80.0024980 183.0437349 0.233124 -0.020716 -0.000607 0.972226
3761 40.4376349 -80.0025038 183.0444000 0.232339 -0.018748 -0.000521 0.972454
3762 40.4376277 -80.0025087 183.0480437 0.231336 -0.018603 0.001146 0.972695
3763 40.4376202 -80.0025138 183.0497176 0.231061 -0.018455 0.000824 0.972764
3764 40.4376127 -80.0025188 183.0660025 0.231153 -0.017211 -0.001448 0.972764
3765 40.4376033 -80.0025252 183.0808000 0.230662 -0.018427 -0.002519 0.972856
3766 40.4375939 -80.0025315 183.0926617 0.230359 -0.017628 -0.003112 0.972941
3767 40.4375854 -80.0025372 183.1049088 0.230010 -0.018425 -0.003273 0.973008
3768 40.4375789 -80.0025416 183.1182731 0.229763 -0.017765 -0.003471 0.973078
3769 40.4375721 -80.0025461 183.1446842 0.229760 -0.016922 -0.003489 0.973094
3770 40.4375636 -80.0025523 184.2556009 0.226489 -0.014727 -0.003305 0.973897
3771 40.4375552 -80.0025579 184.7488705 0.223724 -0.010529 -0.005602 0.974580
3772 40.4375487 -80.0025624 184.7740106 0.223321 -0.008943 -0.003442 0.974698
3773 40.4375405 -80.0025680 184.7972037 0.228382 -0.005611 -0.005667 0.973539
3774 40.4375305 -80.0025750 184.8189963 0.245970 -0.002703 -0.006229 0.969254
3775 40.4375232 -80.0025806 184.8244383 0.266667 -0.002078 -0.002024 0.963784
3776 40.4375166 -80.0025861 184.8195997 0.288866 0.002461 -0.001070 0.957366
